Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-09-24,11:07:01,"""CNR8383741""",Cancelled by Driver,"""CID3150427""",Go Mini,Kadarpur,Okhla,5.9,,,,1.0,More than permitted people in there,,,,,,,
2024-07-20,19:19:37,"""CNR5971371""",Completed,"""CID9912122""",eBike,Qutub Minar,Shastri Park,7.2,38.8,,,,,,,388.0,37.71,5.0,3.8,Cash
2024-02-10,16:15:29,"""CNR5695331""",Completed,"""CID5171930""",eBike,New Delhi Railway Station,Jasola,7.4,24.3,,,,,,,50.0,19.75,4.5,4.2,Debit Card
2024-02-13,11:14:49,"""CNR7626256""",Cancelled by Customer,"""CID5884908""",eBike,Nirman Vihar,Hauz Khas,12.0,,1.0,Change of plans,,,,,,,,,
2024-09-27,16:19:30,"""CNR1509517""",Completed,"""CID7268000""",Bike,Model Town,South Extension,14.4,29.1,,,,,,,195.0,33.63,4.2,4.2,Uber Wallet
2024-03-12,15:41:10,"""CNR6037756""",Incomplete,"""CID5930064""",Auto,Chandni Chowk,Kanhaiya Nagar,5.2,18.8,,,,,1.0,Other Issue,444.0,8.49,,,Credit Card
2024-05-18,17:35:51,"""CNR4562104""",Completed,"""CID8171516""",Bike,Mayur Vihar,Jor Bagh,11.1,24.5,,,,,,,253.0,42.96,4.3,4.6,Debit Card
2024-05-26,05:47:57,"""CNR1329711""",Completed,"""CID9766265""",eBike,Karol Bagh,Nehru Place,11.4,18.2,,,,,,,506.0,40.43,4.4,4.9,Cash
2024-09-10,07:00:53,"""CNR7892291""",Cancelled by Driver,"""CID6748481""",Go Sedan,Patel Chowk,Satguru Ram Singh Marg,8.7,,,,1.0,More than permitted people in there,,,,,,,
2024-11-30,15:30:09,"""CNR2613482""",Completed,"""CID6881529""",Go Mini,Moolchand,Shastri Park,,,,,,,,,,,,,
2024-07-09,08:48:50,"""CNR9685910""",Incomplete,"""CID5529462""",Go Mini,Panchsheel Park,Arjangarh,6.8,,,,,,,,,,,,
2024-07-29,20:04:05,"""CNR7313055""",No Driver Found,"""CID4879207""",Auto,ITO,DLF Phase 3,,,,,,,,,,,,,
2024-11-30,07:56:58,"""CNR9265164""",Completed,"""CID9760219""",Go Mini,Ashok Park Main,Bahadurgarh,3.6,33.2,,,,,,,221.0,26.95,4.5,4.6,UPI
2024-05-10,09:31:01,"""CNR3503320""",No Driver Found,"""CID9221175""",eBike,Arjangarh,India Gate,,,,,,,,,,,,,
2024-12-16,21:17:48,"""CNR9309153""",Cancelled by Driver,"""CID3461415""",Auto,Hauz Khas,Govindpuri,11.2,,,,1.0,Personal & Car related issues,,,,,,,
2024-06-29,17:12:42,"""CNR9534942""",Cancelled by Customer,"""CID2596042""",Go Sedan,Jama Masjid,Panchsheel Park,15.2,,1.0,Change of plans,,,,,,,,,
2024-12-09,12:00:17,"""CNR7104133""",No Driver Found,"""CID3617385""",Bike,Seelampur,Chhatarpur,,,,,,,,,,,,,
2024-08-25,18:54:57,"""CNR3403246""",Completed,"""CID4595676""",Go Mini,New Colony,Tagore Garden,9.5,16.8,,,,,,,201.0,18.31,4.9,4.5,Debit Card
2024-07-01,21:20:43,"""CNR1741257""",Completed,"""CID7528328""",Auto,Peeragarhi,Subhash Chowk,3.4,43.5,,,,,,,282.0,48.64,5.0,4.5,Credit Card
2024-11-26,14:27:56,"""CNR9437934""",Cancelled by Driver,"""CID5715455""",Auto,Karol Bagh,Dwarka Mor,8.1,,,,1.0,More than permitted people in there,,,,,,,
2024-10-31,09:58:56,"""CNR7768996""",Completed,"""CID9283253""",Auto,Ardee City,Ashram,5.2,39.7,,,,,,,218.0,24.5,4.6,4.2,UPI
2024-08-14,22:11:23,"""CNR3861214""",No Driver Found,"""CID2424616""",Go Mini,Yamuna Bank,Gurgaon Sector 56,,,,,,,,,,,,,
2024-04-08,10:46:26,"""CNR9577334""",Incomplete,"""CID5368468""",Bike,DLF Phase 3,Kherki Daula Toll,7.5,25.3,,,,,1.0,Other Issue,221.0,3.46,,,Credit Card
2024-12-08,08:53:12,"""CNR3898827""",Cancelled by Driver,"""CID9144734""",Bike,Dwarka Mor,Jor Bagh,9.6,,,,1.0,More than permitted people in there,,,,,,,
2024-10-27,22:44:54,"""CNR4585802""",No Driver Found,"""CID6827912""",Go Sedan,Chirag Delhi,Peeragarhi,,,,,,,,,,,,,
2024-04-30,21:17:25,"""CNR4893482""",Completed,"""CID7801296""",Go Sedan,Old Gurgaon,Shivaji Park,3.3,31.8,,,,,,,580.0,6.52,4.2,4.4,Debit Card
2024-10-04,15:30:58,"""CNR1018110""",Completed,"""CID2017368""",Auto,IGNOU Road,South Extension,10.9,19.7,,,,,,,568.0,37.86,4.1,4.3,Uber Wallet
2024-01-19,12:26:09,"""CNR9938307""",Completed,"""CID6465530""",Auto,Hero Honda Chowk,Mundka,7.1,42.7,,,,,,,538.0,20.63,4.6,4.9,Cash
2024-02-06,19:36:45,"""CNR9230999""",Completed,"""CID9161321""",Auto,Azadpur,Anand Vihar ISBT,11.9,31.5,,,,,,,189.0,18.52,3.9,4.3,UPI
2024-03-15,16:18:17,"""CNR9848930""",Completed,"""CID1831321""",Go Mini,Shastri Park,Panchsheel Park,9.3,31.5,,,,,,,491.0,19.27,4.9,4.1,UPI
2024-10-17,16:04:48,"""CNR7446449""",No Driver Found,"""CID4340670""",eBike,IFFCO Chowk,Malviya Nagar,,,,,,,,,,,,,
2024-06-23,17:08:46,"""CNR8692413""",Completed,"""CID6032559""",Auto,Inderlok,Qutub Minar,11.4,44.1,,,,,,,358.0,39.52,4.2,4.6,Debit Card
2024-05-21,21:07:56,"""CNR1571911""",Cancelled by Driver,"""CID7923949""",Uber XL,Kadarpur,Saket A Block,4.0,,,,1.0,Personal & Car related issues,,,,,,,
2024-05-10,21:15:24,"""CNR3643877""",No Driver Found,"""CID5520409""",Auto,Dwarka Sector 21,Chirag Delhi,,,,,,,,,,,,,
2024-12-16,19:50:54,"""CNR5799194""",Completed,"""CID2085599""",Go Sedan,Greater Noida,Gurgaon Railway Station,14.5,32.6,,,,,,,949.0,45.32,4.3,4.5,Credit Card
2024-08-20,17:54:49,"""CNR4545388""",Cancelled by Driver,"""CID7760368""",Auto,Delhi Gate,Ashok Park Main,10.1,,,,1.0,More than permitted people in there,,,,,,,
2024-10-03,07:53:39,"""CNR8715322""",Cancelled by Customer,"""CID6314935""",Go Mini,Basai Dhankot,Ardee City,14.1,,1.0,Wrong Address,,,,,,,,,
2024-11-30,21:58:26,"""CNR9782977""",Completed,"""CID6828032""",Go Sedan,Welcome,Ashok Park Main,14.7,37.2,,,,,,,202.0,41.75,4.4,4.7,UPI
2024-05-24,08:18:47,"""CNR1511304""",No Driver Found,"""CID9148316""",Auto,South Extension,Faridabad Sector 15,,,,,,,,,,,,,
2024-08-23,09:46:19,"""CNR8158631""",Completed,"""CID6709091""",Bike,Khandsa,Dwarka Mor,13.7,42.7,,,,,,,72.0,6.68,4.1,4.7,Debit Card
2024-12-11,19:56:24,"""CNR1224218""",Completed,"""CID1341942""",eBike,Mundka,Jahangirpuri,7.7,16.6,,,,,,,2318.0,25.04,4.2,4.9,Credit Card
2024-03-16,15:14:03,"""CNR6924708""",Cancelled by Customer,"""CID3317776""",Bike,Malviya Nagar,Gurgaon Railway Station,14.3,,1.0,Change of plans,,,,,,,,,
2024-05-14,10:53:07,"""CNR1634741""",Incomplete,"""CID8365027""",Premier Sedan,Nawada,Tagore Garden,9.6,26.9,,,,,1.0,Other Issue,320.0,18.05,,,Uber Wallet
2024-03-06,09:47:14,"""CNR2990757""",Cancelled by Driver,"""CID1487266""",Go Mini,Ambience Mall,Central Secretariat,5.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-06-20,19:59:30,"""CNR1183344""",Completed,"""CID8447335""",Go Mini,Chandni Chowk,Shastri Park,12.0,18.0,,,,,,,568.0,10.0,3.0,4.9,Cash
2024-11-30,17:58:49,"""CNR6786419""",Completed,"""CID4732348""",Go Sedan,New Colony,Kashmere Gate ISBT,3.6,24.1,,,,,,,217.0,27.86,4.6,4.6,Uber Wallet
2024-05-02,21:48:01,"""CNR3363861""",No Driver Found,"""CID7957695""",Bike,Seelampur,Chirag Delhi,,,,,,,,,,,,,
2024-09-03,07:02:11,"""CNR8287737""",Completed,"""CID7780745""",Auto,Subhash Nagar,Indraprastha,7.0,26.1,,,,,,,832.0,16.79,4.3,4.2,Credit Card
2024-10-01,17:19:33,"""CNR8017430""",Completed,"""CID9275917""",eBike,Ghaziabad,Moolchand,7.7,16.9,,,,,,,330.0,26.06,4.5,4.4,Debit Card
2024-01-22,13:58:05,"""CNR3554719""",Completed,"""CID2781705""",Go Mini,Dwarka Sector 21,Sikanderpur,2.4,42.3,,,,,,,120.0,18.88,4.4,4.1,Credit Card
2024-01-08,20:34:36,"""CNR9360295""",Completed,"""CID3347030""",Go Sedan,Greater Kailash,IFFCO Chowk,4.3,35.2,,,,,,,337.0,32.66,3.1,4.6,UPI
2024-01-10,17:05:05,"""CNR6693350""",Completed,"""CID6155952""",Go Sedan,Netaji Subhash Place,IGNOU Road,2.7,17.1,,,,,,,775.0,6.81,4.3,4.4,UPI
2024-08-09,18:06:07,"""CNR3441836""",Completed,"""CID5185706""",Go Mini,Jama Masjid,Aya Nagar,4.7,38.5,,,,,,,495.0,6.3,4.2,4.3,Cash
2024-03-22,17:37:13,"""CNR9597940""",Cancelled by Customer,"""CID7124009""",Bike,Shivaji Park,Badarpur,14.1,,1.0,Change of plans,,,,,,,,,
2024-10-31,20:56:19,"""CNR7828218""",Completed,"""CID1983068""",Go Mini,Gurgaon Sector 29,Nirman Vihar,7.6,29.0,,,,,,,879.0,42.18,4.6,4.4,Uber Wallet
2024-06-16,15:59:45,"""CNR9959830""",No Driver Found,"""CID7244985""",Auto,Subhash Chowk,Ashok Park Main,,,,,,,,,,,,,
2024-02-03,19:34:42,"""CNR5756002""",Cancelled by Driver,"""CID9975177""",Bike,Delhi Gate,Central Secretariat,5.5,,,,1.0,Personal & Car related issues,,,,,,,
2024-01-05,17:34:50,"""CNR5468827""",Completed,"""CID7294437""",eBike,Moolchand,Kashmere Gate ISBT,11.5,42.9,,,,,,,865.0,24.47,4.1,4.2,Debit Card
2024-01-27,07:03:13,"""CNR6990818""",Completed,"""CID3451018""",Premier Sedan,Shivaji Park,Mehrauli,14.2,20.8,,,,,,,248.0,41.22,4.5,4.9,Credit Card
2024-12-30,08:36:02,"""CNR3229878""",Completed,"""CID6072915""",Go Sedan,Greater Kailash,Faridabad Sector 15,12.7,20.5,,,,,,,886.0,7.7,4.3,4.3,Cash
2024-05-23,19:26:15,"""CNR4829935""",Cancelled by Driver,"""CID3745590""",Auto,Saket A Block,Dwarka Mor,7.9,,,,1.0,More than permitted people in there,,,,,,,
2024-03-26,19:35:11,"""CNR2573662""",Completed,"""CID8215232""",Bike,Seelampur,Azadpur,12.0,39.1,,,,,,,288.0,43.24,4.0,4.2,UPI
2024-10-26,08:57:32,"""CNR8270087""",Cancelled by Driver,"""CID6678461""",Premier Sedan,Shahdara,Cyber Hub,9.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-10-31,09:57:58,"""CNR6705016""",Completed,"""CID1486322""",Auto,Mehrauli,Kalkaji,9.5,39.4,,,,,,,565.0,8.08,4.3,4.9,UPI
2024-04-08,18:35:35,"""CNR4174078""",Cancelled by Driver,"""CID9124634""",Go Sedan,Mundka,Gurgaon Railway Station,10.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-11-16,07:13:44,"""CNR8270246""",No Driver Found,"""CID8824513""",Bike,IIT Delhi,Netaji Subhash Place,,,,,,,,,,,,,
2024-04-11,19:52:34,"""CNR2261436""",Completed,"""CID3528934""",eBike,Dwarka Mor,Chhatarpur,11.0,17.0,,,,,,,1234.0,12.67,4.6,4.6,Debit Card
2024-10-08,15:17:01,"""CNR4297857""",Completed,"""CID2081474""",Premier Sedan,Ashram,Sarai Kale Khan,9.3,24.1,,,,,,,145.0,30.69,4.1,4.2,Credit Card
2024-06-24,12:56:19,"""CNR5127488""",Cancelled by Customer,"""CID1073035""",Go Mini,Delhi Gate,Hauz Rani,15.1,,1.0,AC is not working,,,,,,,,,
2024-03-09,17:43:18,"""CNR8085983""",Completed,"""CID9832544""",Go Sedan,Peeragarhi,Jama Masjid,3.1,34.1,,,,,,,303.0,31.43,4.1,4.7,Credit Card
2024-08-09,09:13:39,"""CNR4508928""",Completed,"""CID5052209""",Premier Sedan,DLF City Court,IGNOU Road,4.3,20.3,,,,,,,73.0,33.69,4.9,4.0,Cash
2024-10-30,09:57:38,"""CNR6876821""",Completed,"""CID3707587""",Go Sedan,Sarojini Nagar,Dwarka Sector 21,14.6,18.4,,,,,,,197.0,9.74,3.6,4.5,UPI
2024-03-06,22:33:54,"""CNR6080601""",No Driver Found,"""CID5764989""",Auto,Netaji Subhash Place,Mehrauli,,,,,,,,,,,,,
2024-12-19,08:21:06,"""CNR8322256""",Completed,"""CID3266421""",Bike,Green Park,Mundka,11.1,40.1,,,,,,,996.0,33.74,4.2,4.9,Credit Card
2024-06-04,10:47:35,"""CNR3365666""",Completed,"""CID6253546""",eBike,India Gate,Delhi Gate,5.6,32.7,,,,,,,605.0,13.64,4.3,4.7,Debit Card
2024-04-12,14:10:22,"""CNR3442507""",Completed,"""CID9614630""",Go Mini,Greater Kailash,Shastri Park,8.7,37.8,,,,,,,554.0,13.07,4.3,4.9,Uber Wallet
2024-11-22,23:08:59,"""CNR5239594""",Completed,"""CID8606859""",Bike,IGI Airport,New Delhi Railway Station,11.2,25.8,,,,,,,215.0,4.32,4.6,4.3,Cash
2024-12-22,20:45:24,"""CNR7980368""",Completed,"""CID2749928""",Go Sedan,Ashok Vihar,Khandsa,2.7,22.5,,,,,,,297.0,43.95,4.3,4.2,UPI
2024-10-17,12:30:19,"""CNR3259434""",Completed,"""CID8673538""",Go Sedan,Qutub Minar,Tagore Garden,13.8,24.5,,,,,,,398.0,10.76,4.2,4.6,Cash
2024-01-26,09:57:52,"""CNR1013495""",Completed,"""CID1484283""",Go Sedan,Malviya Nagar,Arjangarh,9.2,29.2,,,,,,,260.0,41.0,4.3,4.7,UPI
2024-11-18,23:55:19,"""CNR6731071""",Completed,"""CID9699972""",Bike,ITO,New Colony,5.2,39.9,,,,,,,316.0,41.78,3.8,4.9,UPI
2024-03-06,05:46:23,"""CNR6982370""",No Driver Found,"""CID9848715""",Auto,Model Town,Moolchand,,,,,,,,,,,,,
2024-01-04,11:35:01,"""CNR2398285""",Completed,"""CID7477255""",eBike,Ashram,Kaushambi,7.9,19.3,,,,,,,452.0,2.79,4.7,4.8,Debit Card
2024-04-30,14:09:03,"""CNR2478289""",Completed,"""CID5320959""",Go Mini,Dwarka Sector 21,Welcome,3.6,25.4,,,,,,,1289.0,32.66,4.3,4.2,Credit Card
2024-03-15,22:21:42,"""CNR3328301""",Incomplete,"""CID3680921""",Premier Sedan,Old Gurgaon,IGI Airport,8.3,13.3,,,,,1.0,Other Issue,771.0,1.45,,,Cash
2024-01-21,20:22:49,"""CNR6069780""",Completed,"""CID4609781""",Auto,Saket A Block,Rohini East,10.1,22.9,,,,,,,728.0,3.72,4.3,4.1,Uber Wallet
2024-01-29,08:20:52,"""CNR1134754""",Cancelled by Driver,"""CID9718465""",Auto,Maidan Garhi,Adarsh Nagar,3.8,,,,,More than permitted people in there,,,,,,,
2024-01-22,08:45:38,"""CNR3492605""",No Driver Found,"""CID9652347""",Bike,Indraprastha,Seelampur,,,,,,,,,,,,,
2024-11-30,17:58:06,"""CNR9264731""",Completed,"""CID7015878""",Go Sedan,ITO,Jhilmil,4.4,25.6,,,,,,,173.0,17.95,4.2,4.2,UPI
2024-09-03,14:28:37,"""CNR4396975""",No Driver Found,"""CID2751473""",Bike,Gurgaon Railway Station,Chhatarpur,,,,,,,,,,,,,
2024-05-15,19:48:04,"""CNR4285390""",Completed,"""CID2013475""",Auto,Khandsa,Dwarka Sector 21,6.0,17.9,,,,,,,570.0,24.9,4.3,4.9,Debit Card
2024-10-30,15:01:04,"""CNR9006023""",Completed,"""CID9092994""",eBike,Welcome,Huda City Centre,11.0,20.5,,,,,,,455.0,16.41,3.9,4.9,Credit Card
2024-02-05,22:09:23,"""CNR9384675""",Completed,"""CID2128434""",Auto,Kashmere Gate ISBT,New Delhi Railway Station,3.2,30.9,,,,,,,869.0,20.4,4.3,4.3,Credit Card
2024-11-18,20:47:10,"""CNR6038712""",Cancelled by Driver,"""CID1139938""",Go Mini,Tagore Garden,Ashok Park Main,7.1,,,,1.0,Personal & Car related issues,,,,,,,
2024-04-26,20:10:25,"""CNR4544776""",Completed,"""CID9191388""",Premier Sedan,Nawada,India Gate,12.8,41.5,,,,,,,1883.0,45.46,4.2,4.3,UPI
2024-10-06,08:57:39,"""CNR8383991""",Completed,"""CID2103393""",Go Sedan,Noida Sector 18,Dwarka Mor,12.7,37.1,,,,,,,136.0,3.86,3.5,4.1,Debit Card
2024-01-30,19:16:36,"""CNR2941437""",Completed,"""CID8698887""",eBike,Udyog Bhawan,Kadarpur,3.2,16.3,,,,,,,434.0,31.37,4.0,4.9,Credit Card
2024-05-25,14:24:16,"""CNR4097160""",No Driver Found,"""CID2533415""",Auto,Munirka,Samaypur Badli,,,,,,,,,,,,,
2024-10-15,17:10:56,"""CNR6780409""",Completed,"""CID5307914""",eBike,Panipat,Maidan Garhi,4.5,26.5,,,,,,,323.0,25.11,4.1,4.1,UPI
2024-02-26,09:41:52,"""CNR7479541""",Completed,"""CID1109299""",Auto,Gurgaon Railway Station,South Extension,3.2,28.7,,,,,,,151.0,11.2,3.9,4.2,Credit Card
2024-05-08,22:41:41,"""CNR9467281""",Completed,"""CID6296304""",Auto,Chirag Delhi,Anand Vihar ISBT,3.2,44.1,,,,,,,587.0,43.12,4.4,4.3,Uber Wallet
2024-12-25,10:09:59,"""CNR8552532""",Completed,"""CID3903573""",Go Mini,Greater Noida,Barakhamba Road,2.9,24.2,,,,,,,108.0,24.93,4.7,4.3,UPI
2024-08-05,07:41:55,"""CNR5098798""",Completed,"""CID4549542""",Go Sedan,Welcome,Aya Nagar,11.8,23.0,,,,,,,274.0,48.12,3.7,4.7,Cash
2024-11-30,23:56:08,"""CNR9738162""",Completed,"""CID7922009""",Go Mini,Chanakyapuri,Sikanderpur,9.2,35.5,,,,,,,139.0,15.15,4.4,5.0,UPI
2024-04-29,16:03:18,"""CNR4083447""",No Driver Found,"""CID6067882""",Auto,Ashok Park Main,Jhilmil,,,,,,,,,,,,,
2024-01-03,23:22:51,"""CNR2628153""",Completed,"""CID5432758""",Bike,Nawada,Sushant Lok,3.8,42.0,,,,,,,155.0,22.72,4.1,4.2,Debit Card
2024-11-25,22:47:07,"""CNR5605616""",Incomplete,"""CID8903729""",Go Sedan,Lal Quila,Malviya Nagar,3.9,24.5,,,,,1.0,Other Issue,105.0,16.1,,,Credit Card
2024-02-19,19:47:41,"""CNR8550078""",Cancelled by Customer,"""CID8510985""",eBike,Badarpur,Kashmere Gate ISBT,10.1,,1.0,Change of plans,,,,,,,,,
2024-12-25,17:33:07,"""CNR2861386""",Incomplete,"""CID6487822""",Bike,India Gate,Preet Vihar,3.0,21.9,,,,,1.0,Other Issue,552.0,3.64,,,Cash
2024-05-16,21:18:28,"""CNR1879184""",Completed,"""CID6422186""",Bike,MG Road,Subhash Chowk,6.2,38.4,,,,,,,382.0,46.65,4.3,3.8,Uber Wallet
2024-11-19,15:33:51,"""CNR1169222""",Cancelled by Driver,"""CID2403352""",Premier Sedan,ITO,Manesar,11.6,,,,1.0,Personal & Car related issues,,,,,,,
2024-11-13,07:58:19,"""CNR6097500""",Completed,"""CID2250109""",Auto,Ashok Park Main,Shahdara,6.9,32.6,,,,,,,116.0,48.19,4.8,4.1,UPI
2024-04-10,11:49:01,"""CNR9314095""",No Driver Found,"""CID4325215""",Go Mini,Indirapuram,Botanical Garden,,,,,,,,,,,,,
2024-02-07,19:20:26,"""CNR7110937""",Completed,"""CID4256319""",eBike,Jama Masjid,Sushant Lok,7.2,17.7,,,,,,,758.0,35.7,4.4,4.2,Credit Card
2024-06-06,11:48:11,"""CNR6193866""",Completed,"""CID2615218""",Go Sedan,Greater Kailash,Gurgaon Sector 56,2.2,34.1,,,,,,,137.0,2.25,4.3,4.6,Debit Card
2024-01-04,15:06:42,"""CNR8526894""",Completed,"""CID5022039""",Go Mini,Dwarka Mor,Palam Vihar,13.3,22.7,,,,,,,419.0,39.87,4.3,3.6,Credit Card
2024-06-11,09:34:33,"""CNR1081189""",Completed,"""CID4899853""",Go Sedan,GTB Nagar,Kalkaji,14.8,40.3,,,,,,,1212.0,24.23,4.6,4.3,Uber Wallet
2024-05-31,17:10:15,"""CNR7756520""",Incomplete,"""CID3745434""",Auto,Huda City Centre,Panchsheel Park,9.7,27.1,,,,,1.0,Other Issue,433.0,6.12,,,UPI
2024-01-26,07:52:21,"""CNR1064622""",Completed,"""CID5702442""",Premier Sedan,Samaypur Badli,Mundka,7.3,36.4,,,,,,,185.0,3.78,4.3,4.0,UPI
2024-04-28,21:15:29,"""CNR6463156""",Cancelled by Customer,"""CID4092580""",Go Sedan,IIT Delhi,Subhash Chowk,9.8,,1.0,Change of plans,,,,,,,,,
2024-11-30,07:50:49,"""CNR6984096""",Completed,"""CID7939881""",Go Mini,Gurgaon Sector 29,Greater Noida,5.5,18.2,,,,,,,404.0,33.68,4.3,4.4,UPI
2024-06-22,08:12:27,"""CNR6907304""",No Driver Found,"""CID9188171""",Auto,IFFCO Chowk,Sarojini Nagar,,,,,,,,,,,,,
2024-06-02,16:25:18,"""CNR1132792""",No Driver Found,"""CID4335523""",Bike,Chandni Chowk,Adarsh Nagar,,,,,,,,,,,,,
2024-11-22,15:24:03,"""CNR8719986""",Completed,"""CID2690070""",eBike,AIIMS,Inderlok,2.9,26.4,,,,,,,1036.0,38.27,3.7,4.2,Debit Card
2024-05-02,15:44:49,"""CNR4956538""",Completed,"""CID5059710""",Bike,Kaushambi,Huda City Centre,13.5,28.2,,,,,,,211.0,8.6,3.8,4.9,Credit Card
2024-05-21,16:39:51,"""CNR4828133""",Cancelled by Driver,"""CID2004616""",Premier Sedan,Shastri Park,Mundka,10.6,,,,1.0,Personal & Car related issues,,,,,,,
2024-05-10,21:55:38,"""CNR3887081""",Completed,"""CID6286159""",Auto,Subhash Chowk,Badarpur,3.3,20.9,,,,,,,588.0,22.55,4.3,4.8,Uber Wallet
2024-06-12,18:20:44,"""CNR1447904""",No Driver Found,"""CID4743902""",Uber XL,Dwarka Mor,Nawada,,,,,,,,,,,,,
2024-09-30,19:04:51,"""CNR5924182""",Completed,"""CID8928992""",Go Mini,New Delhi Railway Station,Malviya Nagar,9.9,39.5,,,,,,,76.0,29.1,4.1,4.7,Cash
2024-12-30,08:59:26,"""CNR7210126""",Completed,"""CID6388694""",Go Mini,Shahdara,Mehrauli,12.7,16.5,,,,,,,302.0,40.77,4.6,4.1,UPI
2024-04-05,06:33:11,"""CNR8476123""",No Driver Found,"""CID9068400""",Bike,Chandni Chowk,Kaushambi,,,,,,,,,,,,,
2024-10-17,12:44:36,"""CNR3250262""",Completed,"""CID4392276""",Go Sedan,Aya Nagar,Panchsheel Park,4.9,24.3,,,,,,,217.0,41.98,4.2,4.2,Credit Card
2024-05-07,13:41:15,"""CNR2715471""",Completed,"""CID3593914""",Auto,IIT Delhi,Delhi Gate,12.8,28.0,,,,,,,401.0,41.5,4.3,4.2,Uber Wallet
2024-12-07,09:52:32,"""CNR1680523""",Completed,"""CID1897124""",Auto,Anand Vihar ISBT,Hero Honda Chowk,12.6,35.9,,,,,,,858.0,25.57,4.3,4.5,Uber Wallet
2024-08-01,08:13:44,"""CNR1870010""",Completed,"""CID8800070""",Bike,Govindpuri,INA Market,11.9,41.6,,,,,,,602.0,26.68,4.1,4.3,UPI
2024-05-03,20:20:34,"""CNR7408220""",Completed,"""CID6941310""",Auto,Arjangarh,India Gate,15.9,36.2,,,,,,,341.0,12.04,4.2,4.5,Credit Card
2024-11-15,16:35:19,"""CNR8722353""",Completed,"""CID7836740""",Bike,Ghitorni Village,INA Market,14.9,29.9,,,,,,,843.0,19.98,4.3,3.7,UPI
2024-07-15,11:13:23,"""CNR6554169""",No Driver Found,"""CID9958661""",Auto,Qutub Minar,Seelampur,,,,,,,,,,,,,
2024-12-12,16:52:36,"""CNR1481601""",Incomplete,"""CID3555581""",Go Mini,Shahdara,Sadar Bazar Gurgaon,6.2,23.8,,,,,1.0,Other Issue,693.0,11.34,,,Debit Card
2024-08-25,09:22:00,"""CNR8780225""",Completed,"""CID9983242""",eBike,Nirman Vihar,Jor Bagh,14.9,24.9,,,,,,,588.0,8.35,4.2,4.1,Credit Card
2024-10-24,18:09:44,"""CNR7314326""",Completed,"""CID9097760""",Go Sedan,Ambience Mall,Subhash Chowk,7.6,24.0,,,,,,,237.0,10.03,4.5,3.9,Cash
2024-01-23,22:41:49,"""CNR8230796""",Cancelled by Customer,"""CID7363477""",Auto,Kaushambi,New Colony,18.3,,1.0,Wrong Address,,,,,,,,,
2024-09-25,08:22:26,"""CNR8903960""",Completed,"""CID7733298""",Auto,Chhatarpur,DLF City Court,6.0,25.3,,,,,,,834.0,8.78,4.6,4.2,Uber Wallet
2024-10-10,07:19:38,"""CNR9063784""",No Driver Found,"""CID4265660""",Auto,Badshahpur,Mandi House,,,,,,,,,,,,,
2024-06-17,13:19:21,"""CNR9620966""",Completed,"""CID5792789""",Go Mini,Indraprastha,Ardee City,13.8,39.3,,,,,,,1421.0,36.14,3.8,5.0,Credit Card
2024-11-30,17:59:28,"""CNR6616455""",Completed,"""CID5173667""",Uber XL,Adarsh Nagar,Seelampur,13.4,42.4,,,,,,,318.0,10.3,4.7,4.9,Debit Card
2024-02-21,17:26:55,"""CNR3838368""",No Driver Found,"""CID1385526""",Bike,Subhash Chowk,Khan Market,,,,,,,,,,,,,
2024-09-21,13:37:19,"""CNR4338433""",Completed,"""CID5833724""",Go Mini,Jasola,Sultanpur,5.7,23.0,,,,,,,149.0,25.71,4.9,4.9,Credit Card
2024-11-07,10:45:58,"""CNR3317991""",Cancelled by Customer,"""CID5114962""",eBike,Gurgaon Sector 56,Huda City Centre,9.9,,1.0,Wrong Address,,,,,,,,,
2024-10-27,19:26:11,"""CNR1333719""",Completed,"""CID6153283""",Auto,Badarpur,DLF Phase 3,14.1,31.8,,,,,,,687.0,29.62,4.4,3.4,UPI
2024-01-22,11:03:55,"""CNR8032774""",Cancelled by Driver,"""CID7230552""",Bike,Nirman Vihar,Ambience Mall,5.9,,,,1.0,The customer was coughing/sick,,,,,,,
2024-11-30,15:47:18,"""CNR9016872""",Completed,"""CID9539778""",Bike,MG Road,Kalkaji,8.7,43.3,,,,,,,128.0,25.2,3.8,4.7,UPI
2024-09-17,19:40:55,"""CNR8873122""",No Driver Found,"""CID3348486""",Go Mini,Inderlok,GTB Nagar,,,,,,,,,,,,,
2024-01-23,18:09:28,"""CNR2871979""",Completed,"""CID6153893""",eBike,Chanakyapuri,Shastri Park,3.1,25.2,,,,,,,246.0,5.42,3.0,4.7,Credit Card
2024-12-07,15:52:06,"""CNR4126952""",Completed,"""CID6652485""",Auto,Janakpuri,Jama Masjid,2.7,31.0,,,,,,,110.0,40.55,4.3,4.3,Debit Card
2024-01-19,22:37:32,"""CNR8609445""",Cancelled by Driver,"""CID8965918""",Auto,New Delhi Railway Station,Sultanpur,8.1,,,,1.0,More than permitted people in there,,,,,,,
